5858700,100,5857400,100,5858900,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856100,100,5863300,5,5856000,3,5868900,200,5854400,167,5869500,50,5852500,100
5858700,100,5857400,100,5858900,100,5857100,18,5859300,59,5857000,44,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856100,100,5863300,5,5856000,3,5868900,200,5854400,167,5869500,50,5852500,100
5858700,100,5857400,100,5858900,100,5857100,18,5859300,59,5857000,26,5859400,300,5856900,20,5859800,400,5856500,5,5859900,100,5856400,20,5861000,200,5856100,100,5863300,5,5856000,3,5868900,200,5854400,167,5869500,50,5852500,100
5858700,100,5857400,100,5858900,100,5857000,26,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856100,100,5861000,200,5856000,3,5863300,5,5854400,167,5868900,200,5852500,100,5869500,50,5851000,5
5858700,100,5857400,100,5858900,100,5857000,26,5859300,59,5856900,20,5859400,300,5856500,5,5859800,400,5856400,20,5859900,100,5856000,3,5861000,200,5854400,167,5863300,5,5852500,100,5868900,200,5851000,5,5869500,50,5850100,89
5858700,100,5857000,26,5858900,100,5856900,20,5859300,59,5856500,5,5859400,300,5856400,20,5859800,400,5856000,3,5859900,100,5854400,167,5861000,200,5852500,100,5863300,5,5851000,5,5868900,200,5850100,89,5869500,50,5850000,100
5858700,100,5857000,26,5858900,100,5856900,20,5859300,59,5856500,5,5859400,300,5856400,20,5859800,400,5856000,3,5859900,100,5854400,167,5861000,200,5854200,100,5863300,5,5852500,100,5868900,200,5851000,5,5869500,50,5850100,89
5858700,100,5856900,20,5858900,100,5856500,5,5859300,59,5856400,20,5859400,300,5856000,3,5859800,400,5854400,167,5859900,100,5854200,100,5861000,200,5852500,100,5863300,5,5851000,5,5868900,200,5850100,89,5869500,50,5850000,100
5858700,100,5856500,5,5858900,100,5856400,20,5859300,59,5856000,3,5859400,300,5854400,167,5859800,400,5854200,100,5859900,100,5852500,100,5861000,200,5851000,5,5863300,5,5850100,89,5868900,200,5850000,100,5869500,50,5849900,2
5858700,100,5856600,18,5858900,100,5856500,5,5859300,59,5856400,20,5859400,300,5856000,3,5859800,400,5854400,167,5859900,100,5854200,100,5861000,200,5852500,100,5863300,5,5851000,5,5868900,200,5850100,89,5869500,50,5850000,100
5858700,100,5856600,18,5858900,100,5856500,5,5859300,59,5856400,20,5859400,300,5856000,3,5859800,400,5854400,167,5859900,100,5852500,100,5861000,200,5851000,5,5863300,5,5850100,89,5868900,200,5850000,100,5869500,50,5849900,2
5858700,100,5856600,18,5858900,100,5856500,5,5859300,59,5856400,20,5859400,300,5856000,3,5859800,400,5854600,100,5859900,100,5854400,167,5861000,200,5852500,100,5863300,5,5851000,5,5868900,200,5850100,89,5869500,50,5850000,100
